Timestamp(UTC), Latitude, Longitude, Wave Height(meters), Wave Direction(degrees T), Average Wave Period(seconds), Dominant Wave Period(seconds)
2011-12-04 10:00:00, 36.7755, -122.1455,  1.9,  79,  9.2, 11.6
2011-12-04 10:30:00, 36.7718, -122.1343,  1.6,  67,  8.5, 14.2
2011-12-04 11:00:00, 36.7679, -122.1230,  1.9,  65,  9.5, 10.7
2011-12-04 11:30:00, 36.7639, -122.1113,  2.0,  33,  7.9, 11.6
2011-12-04 12:00:00, 36.7608, -122.1018,  1.9, 215,  9.4, 25.6
2011-12-04 12:30:00, 36.7578, -122.0931,  1.9,  68, 10.3, 10.7
2011-12-04 13:00:00, 36.7604, -122.0865,  2.0,  47,  9.1, 12.8
2011-12-04 13:30:00, 36.7653, -122.1012,  2.0,  70,  8.5, 12.8
2011-12-04 14:00:00, 36.7698, -122.1139,  1.3, 128,  6.8, 14.2
2011-12-04 14:30:00, 36.7737, -122.1257,  1.7,  77,  8.3, 12.8
2011-12-04 15:00:00, 36.7768, -122.1342,  1.8,  57,  7.4, 10.7
2011-12-04 15:30:00, 36.7800, -122.1442,  1.9,  64,  7.0, 10.7
2011-12-04 16:00:00, 36.7839, -122.1553,  2.0, 245,  6.8, 18.3
2011-12-04 16:30:00, 36.7879, -122.1674,  2.2,  58,  8.4, 10.7
2011-12-04 17:00:00, 36.7877, -122.1787,  2.1,  48,  9.0, 11.6
2011-12-04 17:30:00, 36.7834, -122.1685,  2.2,  52,  8.9, 11.6
2011-12-04 18:00:00, 36.7797, -122.1575,  2.0,  43,  8.2, 21.3
2011-12-04 18:30:00, 36.7758, -122.1462,  1.9,  26,  8.2, 12.8
2011-12-04 19:30:00, 36.7698, -122.1285,  1.7,  37,  9.3,  9.8
2011-12-04 20:00:00, 36.7672, -122.1210,  1.9,  66,  9.9, 12.8
2011-12-04 20:30:00, 36.7654, -122.1153,  1.8,  50,  8.1, 12.8
2011-12-04 21:00:00, 36.7630, -122.1085,  1.5,  58,  8.0,  9.8
2011-12-04 21:30:00, 36.7608, -122.1018,  1.6,  62,  8.7,  9.8
2011-12-04 22:00:00, 36.7582, -122.0945,  1.4,  60,  7.6,  9.1
2011-12-04 22:30:00, 36.7591, -122.0872,  1.4,  38,  7.5,  8.0
2011-12-04 23:00:00, 36.7634, -122.0951,  1.7,  43,  9.3,  8.5
2011-12-04 23:30:00, 36.7663, -122.1037,  1.5,  56,  7.6, 11.6
2011-12-05 00:00:00, 36.7692, -122.1124,  1.9,  79,  8.0, 11.6
